,order_date,order_id,customer,grand_total
1331,2012-03-05,CA-2012-140221,Maribeth Schnelling,257
1332,2012-10-02,CA-2012-140375,Sheri Gordon,27
1333,2012-11-03,CA-2012-140410,Corinna Mitchell,1345
1334,2012-09-07,CA-2012-140557,Tanja Norvell,560
1335,2012-07-02,CA-2012-140718,Frank Atkinson,246
1336,2012-11-30,CA-2012-140830,Paul Stevenson,89
1337,2012-02-03,CA-2012-140921,Allen Armold,178
1338,2012-09-14,CA-2012-140984,Craig Carroll,1884
1339,2012-06-09,CA-2012-141012,Trudy Glocke,496
1340,2012-10-09,CA-2012-141040,Tim Brockman,656
1341,2012-09-17,CA-2012-141145,Denny Blanton,87
1342,2012-01-03,CA-2012-141243,Amy Hunt,1758
1343,2012-01-19,CA-2012-141250,Paul MacIntyre,302
1344,2012-11-30,CA-2012-141327,Lena Radford,440
1345,2012-09-20,CA-2012-141565,Barry Gonzalez,1664
1346,2012-12-14,CA-2012-141593,Darren Budd,370
1347,2012-11-01,CA-2012-141740,Jeremy Farry,205
1348,2012-12-20,CA-2012-141754,Evan Minnotte,12
1349,2012-05-25,CA-2012-141768,Nora Pelletier,15
1350,2012-11-02,CA-2012-141810,Barry Blumstein,374
1351,2012-08-07,CA-2012-141936,Parhena Norris,19
1352,2012-04-09,CA-2012-142027,Jay Kimmel,370
1353,2012-06-07,CA-2012-142041,Eleni McCrary,8
1354,2012-05-08,CA-2012-142055,Alejandro Ballentine,38
1355,2012-08-31,CA-2012-142139,Shirley Daniels,21
1356,2012-09-18,CA-2012-142202,Justin Ritter,717
1357,2012-07-11,CA-2012-142237,Clytie Kelty,677
1358,2012-12-04,CA-2012-142377,Michael Stewart,86
1359,2012-07-11,CA-2012-142419,Shahid Collister,128
1360,2012-04-20,CA-2012-142433,Erica Smith,117
1361,2012-08-15,CA-2012-142454,Richard Eichhorn,174
1362,2012-12-03,CA-2012-142475,Bill Stewart,590
1363,2012-04-18,CA-2012-142601,Deanra Eno,1009
1364,2012-10-23,CA-2012-142692,Andrew Gjertsen,4
1365,2012-04-16,CA-2012-142734,Denise Monton,128
1366,2012-09-04,CA-2012-142755,Christine Sundaresam,919
1367,2012-11-28,CA-2012-142930,Evan Bailliet,336
1368,2012-12-05,CA-2012-142937,Sandra Flanagan,45
1369,2012-03-06,CA-2012-142944,John Lucas,1555
1370,2012-10-12,CA-2012-142993,Kelly Andreada,100
1371,2012-09-17,CA-2012-143077,Sylvia Foulston,29
1372,2012-12-10,CA-2012-143105,Matt Abelman,1033
1373,2012-09-24,CA-2012-143119,Marc Crier,518
1374,2012-05-26,CA-2012-143147,Pamela Stobb,610
1375,2012-09-06,CA-2012-143238,Lori Olson,46
1376,2012-07-14,CA-2012-143364,Toby Gnade,861
1377,2012-12-06,CA-2012-143490,Naresj Patel,339
1378,2012-03-19,CA-2012-143532,Dan Campbell,14
1379,2012-04-25,CA-2012-143602,Jill Stevenson,14
1380,2012-09-27,CA-2012-143616,Saphhira Shifley,99
1381,2012-07-26,CA-2012-143700,Alan Shonely,10
1382,2012-06-26,CA-2012-143882,Dennis Bolton,43
1383,2012-12-25,CA-2012-143980,Jim Kriz,415
1384,2012-05-10,CA-2012-144043,Alan Barnes,47
1385,2012-11-29,CA-2012-144099,Phillina Ober,4
1386,2012-06-09,CA-2012-144190,Nathan Cano,13
1387,2012-05-04,CA-2012-144253,Alan Schoenberger,27
1388,2012-08-21,CA-2012-144267,Nick Zandusky,632
1389,2012-11-23,CA-2012-144274,Pierre Wener,421
1390,2012-12-25,CA-2012-144288,Maria Bertelson,20
1391,2012-06-19,CA-2012-144302,Maria Etezadi,6
1392,2012-11-05,CA-2012-144386,Grant Thornton,25
1393,2012-11-13,CA-2012-144519,Arthur Wiediger,404
1394,2012-11-20,CA-2012-144652,Skye Norling,19
1395,2012-03-16,CA-2012-144722,Monica Federle,43
1396,2012-12-06,CA-2012-144806,Gary Hwang,758
1397,2012-12-25,CA-2012-144890,Sean Miller,10
1398,2012-12-12,CA-2012-145065,Dennis Kane,32
1399,2012-11-27,CA-2012-145184,Justin Deggeller,189
1400,2012-11-15,CA-2012-145324,Duane Huffman,40
1401,2012-03-16,CA-2012-145352,Christopher Martinez,6413
1402,2012-11-16,CA-2012-145394,Matt Connell,296
1403,2012-01-30,CA-2012-145401,Jeremy Pistek,14
1404,2012-04-12,CA-2012-145415,Robert Dilbeck,41
1405,2012-03-24,CA-2012-145457,Cathy Prescott,47
1406,2012-11-05,CA-2012-145485,Justin MacKendrick,63
1407,2012-10-30,CA-2012-145758,Barry Franz�sisch,1036
1408,2012-11-19,CA-2012-145814,Katherine Ducich,868
1409,2012-05-01,CA-2012-145821,Jennifer Braxton,89
1410,2012-10-05,CA-2012-145828,Maria Bertelson,53
1411,2012-05-13,CA-2012-145835,Ben Ferrer,238
1412,2012-09-15,CA-2012-145849,Carol Triggs,215
1413,2012-02-09,CA-2012-146038,Sarah Jordon,204
1414,2012-07-06,CA-2012-146087,Paul Prost,302
1415,2012-03-07,CA-2012-146255,Eugene Moren,808
1416,2012-01-02,CA-2012-146262,Victoria Wilson,1817
1417,2012-05-04,CA-2012-146290,Stuart Van,126
1418,2012-11-20,CA-2012-146465,Patrick Bzostek,24
1419,2012-11-09,CA-2012-146486,Dianna Vittorini,1171
1420,2012-08-24,CA-2012-146563,Cassandra Brandow,2645
1421,2012-04-16,CA-2012-146675,Sarah Brown,1484
1422,2012-12-14,CA-2012-146696,Rick Duston,8
1423,2012-03-10,CA-2012-146829,Toby Swindell,1
1424,2012-07-16,CA-2012-146948,Michael Granlund,300
1425,2012-06-18,CA-2012-147011,Harold Ryan,14
1426,2012-09-19,CA-2012-147102,Nicole Hansen,66
1427,2012-08-02,CA-2012-147501,Corey-Lock,565
1428,2012-02-07,CA-2012-147529,Damala Kotsonis,324
1429,2012-11-10,CA-2012-147690,Sam Craven,578
1430,2012-05-31,CA-2012-147788,Tamara Manning,1746
1431,2012-09-24,CA-2012-147816,Carlos Meador,35
1432,2012-12-15,CA-2012-147830,Natalie Fritzler,4190
1433,2012-12-03,CA-2012-147851,Mark Packer,11
1434,2012-05-07,CA-2012-147879,Chris Cortes,46
1435,2012-07-26,CA-2012-148180,Bart Pistole,131
1436,2012-12-13,CA-2012-148250,Rachel Payne,147
1437,2012-12-27,CA-2012-148376,Arthur Gainer,129
1438,2012-11-07,CA-2012-148432,Mike Caudle,33
1439,2012-08-13,CA-2012-148495,Sandra Flanagan,32
1440,2012-12-06,CA-2012-148628,Katherine Murray,33
1441,2012-07-25,CA-2012-148635,Michelle Huthwaite,1289
1442,2012-03-12,CA-2012-148705,Evan Bailliet,5
1443,2012-04-17,CA-2012-148712,Jessica Myrick,173
1444,2012-12-28,CA-2012-148859,Fred Harton,25
1445,2012-10-01,CA-2012-148873,Eric Murdock,112
1446,2012-05-26,CA-2012-148964,Ruben Dartt,20
1447,2012-09-25,CA-2012-149083,Sally Hughsby,480
1448,2012-10-20,CA-2012-149097,Stewart Visinsky,440
1449,2012-11-22,CA-2012-149300,Brosina Hoffman,33
1450,2012-04-20,CA-2012-149342,Theresa Swint,896
1451,2012-07-10,CA-2012-149384,Eric Hoffmann,3
1452,2012-09-19,CA-2012-149517,Frank Carlisle,61
1453,2012-12-05,CA-2012-149566,George Bell,52
1454,2012-01-31,CA-2012-149587,Karl Braun,99
1455,2012-05-28,CA-2012-149601,Trudy Brown,94
1456,2012-01-06,CA-2012-149636,Stefania Perrino,32
1457,2012-10-24,CA-2012-149650,Robert Dilbeck,454
1458,2012-04-13,CA-2012-149678,Anthony Witt,13
1459,2012-09-18,CA-2012-149713,Trudy Glocke,188
1460,2012-09-03,CA-2012-149734,Julie Creighton,201
1461,2012-05-31,CA-2012-149748,Elizabeth Moffitt,345
1462,2012-01-04,CA-2012-149811,Chris Selesnick,72
1463,2012-05-22,CA-2012-149846,Sarah Brown,3862
1464,2012-11-13,CA-2012-149909,Russell Applegate,211
1465,2012-09-21,CA-2012-149972,Cynthia Delaney,609
1466,2012-03-19,CA-2012-149993,Guy Armstrong,11
1467,2012-07-02,CA-2012-150196,Steven Roelle,19
1468,2012-12-15,CA-2012-150308,Rick Reed,246
1469,2012-10-19,CA-2012-150413,Cari Schnelling,2
1470,2012-08-13,CA-2012-150441,Ralph Arnett,11
1471,2012-09-18,CA-2012-150511,Adam Bellavance,19
1472,2012-12-11,CA-2012-150560,Shaun Weien,197
1473,2012-10-26,CA-2012-150714,Kristen Hastings,1215
1474,2012-03-29,CA-2012-150749,Alan Shonely,6
1475,2012-05-03,CA-2012-150770,Lena Cacioppo,461
1476,2012-09-06,CA-2012-150791,Chuck Clark,272
1477,2012-11-16,CA-2012-150875,Heather Kirkland,1001
1478,2012-11-14,CA-2012-151043,Maureen Gastineau,48
1479,2012-04-22,CA-2012-151253,Annie Zypern,153
1480,2012-09-20,CA-2012-151470,Anne McFarland,46
1481,2012-01-17,CA-2012-151547,Amy Hunt,89
1482,2012-12-27,CA-2012-151589,Richard Eichhorn,436
1483,2012-09-08,CA-2012-151624,Victoria Wilson,21
1484,2012-11-19,CA-2012-151680,Tony Chapman,142
1485,2012-10-05,CA-2012-151722,Ivan Liston,288
1486,2012-03-05,CA-2012-151785,Jennifer Jackson,7
1487,2012-04-27,CA-2012-151841,Tony Chapman,49
1488,2012-09-25,CA-2012-151869,Carlos Soltero,123
1489,2012-07-04,CA-2012-152513,Julie Prescott,23
1490,2012-10-17,CA-2012-152527,Charlotte Melton,78
1491,2012-02-20,CA-2012-152611,Kelly Andreada,287
1492,2012-01-17,CA-2012-152681,Scott Cohen,7
1493,2012-10-25,CA-2012-152891,Trudy Brown,314
1494,2012-12-18,CA-2012-153038,Robert Barroso,95
1495,2012-11-13,CA-2012-153073,Helen Abelman,17
1496,2012-03-05,CA-2012-153108,Sarah Foster,85
1497,2012-11-12,CA-2012-153220,Yoseph Carroll,16
1498,2012-02-29,CA-2012-153325,Shui Tom,59
1499,2012-09-24,CA-2012-153381,Deanra Eno,1423
1500,2012-08-01,CA-2012-153388,Pauline Chand,1012
1501,2012-11-24,CA-2012-153416,Toby Swindell,569
1502,2012-06-22,CA-2012-153423,Shaun Weien,1218
1503,2012-05-20,CA-2012-153535,Sheri Gordon,170
1504,2012-03-29,CA-2012-153549,Sara Luxemburg,1167
1505,2012-12-22,CA-2012-153612,Beth Thompson,17
1506,2012-07-09,CA-2012-153626,Emily Burns,5
1507,2012-12-25,CA-2012-153717,Dionis Lloyd,256
1508,2012-09-20,CA-2012-153738,Alejandro Grove,38
1509,2012-12-06,CA-2012-153752,Rose O'Brian,174
1510,2012-09-11,CA-2012-153794,Sean Braxton,266
1511,2012-04-25,CA-2012-153878,Trudy Schmidt,330
1512,2012-03-16,CA-2012-153906,Michael Stewart,86
1513,2012-12-20,CA-2012-154144,Maya Herman,55
1514,2012-06-18,CA-2012-154200,Bruce Geld,52
1515,2012-12-21,CA-2012-154284,Sam Zeldin,1350
1516,2012-07-25,CA-2012-154291,Yana Sorensen,457
1517,2012-02-15,CA-2012-154326,Roy Phan,975
1518,2012-11-29,CA-2012-154340,Eileen Kiefer,56
1519,2012-12-12,CA-2012-154620,Liz Thompson,349
1520,2012-11-14,CA-2012-154746,Patrick Jones,860
1521,2012-12-20,CA-2012-154795,Gary Zandusky,22
1522,2012-08-21,CA-2012-154823,Katherine Nockton,637
1523,2012-11-08,CA-2012-154886,Shaun Weien,120
1524,2012-02-25,CA-2012-154900,Sung Shariari,26
1525,2012-05-23,CA-2012-154921,Erin Ashbrook,187
1526,2012-07-04,CA-2012-154956,Irene Maddox,1100
1527,2012-01-05,CA-2012-154970,Steven Roelle,62
1528,2012-11-10,CA-2012-155040,Alan Hwang,80
1529,2012-06-13,CA-2012-155054,Penelope Sewall,106
1530,2012-10-23,CA-2012-155068,Ralph Arnett,78
1531,2012-03-15,CA-2012-155124,Karen Seio,17
1532,2012-12-27,CA-2012-155145,Kean Nguyen,8
1533,2012-04-17,CA-2012-155306,George Ashbrook,2573
1534,2012-07-30,CA-2012-155334,Helen Andreada,226
1535,2012-08-09,CA-2012-155453,Ruben Ausman,5
1536,2012-12-12,CA-2012-155586,Xylona Preis,54
1537,2012-12-04,CA-2012-155600,Rose O'Brian,1635
1538,2012-05-09,CA-2012-155635,Max Engle,49
1539,2012-12-11,CA-2012-155761,Stuart Calhoun,206
1540,2012-09-20,CA-2012-156013,Tamara Chand,86
1541,2012-12-06,CA-2012-156104,Nora Pelletier,1000
1542,2012-12-08,CA-2012-156118,Henry Goldwyn,16
1543,2012-10-26,CA-2012-156146,Andrew Gjertsen,174
1544,2012-05-31,CA-2012-156153,Carl Weiss,8
1545,2012-11-30,CA-2012-156328,Raymond Messe,177
1546,2012-09-25,CA-2012-156335,Phillina Ober,183
1547,2012-12-31,CA-2012-156377,Trudy Brown,18
1548,2012-12-05,CA-2012-156440,Matt Hagelstein,44
1549,2012-02-06,CA-2012-156482,Ivan Liston,1558
1550,2012-09-25,CA-2012-156510,Erica Hackney,63
1551,2012-11-20,CA-2012-156524,Dan Lawera,20
1552,2012-10-01,CA-2012-156566,Eric Murdock,573
1553,2012-10-24,CA-2012-156608,Michelle Tran,4
1554,2012-06-18,CA-2012-156734,Benjamin Venier,670
1555,2012-01-12,CA-2012-156755,Yana Sorensen,465
1556,2012-12-03,CA-2012-156853,Harold Pawlan,185
1557,2012-02-16,CA-2012-156923,Sung Pak,36
1558,2012-11-28,CA-2012-157028,Michelle Arnett,8
1559,2012-12-09,CA-2012-157035,Ken Brennan,34
1560,2012-12-19,CA-2012-157084,James Galang,1942
1561,2012-11-28,CA-2012-157133,Lena Creighton,152
1562,2012-12-22,CA-2012-157287,Harold Ryan,456
1563,2012-07-02,CA-2012-157322,Rob Haberlin,1306
1564,2012-06-07,CA-2012-157343,Harold Dahlen,52
1565,2012-04-29,CA-2012-157434,Jim Kriz,8
1566,2012-12-13,CA-2012-157770,Rob Dowd,809
1567,2012-08-31,CA-2012-157805,Rick Huthwaite,556
1568,2012-03-22,CA-2012-157812,Dean Braden,162
1569,2012-02-03,CA-2012-157959,Rick Wilson,137
1570,2012-12-20,CA-2012-158148,John Murray,36
1571,2012-11-30,CA-2012-158323,Ann Blume,17
1572,2012-06-20,CA-2012-158351,Becky Castell,320
1573,2012-09-21,CA-2012-158421,Giulietta Baptist,3632
1574,2012-12-24,CA-2012-158456,Kean Takahito,66
1575,2012-06-04,CA-2012-158491,Becky Pak,1110
1576,2012-11-09,CA-2012-158554,Charlotte Melton,11
1577,2012-11-10,CA-2012-158659,Steve Chapman,714
1578,2012-01-05,CA-2012-158701,James Lanier,144
1579,2012-12-26,CA-2012-158792,Brian Dahlen,22
1580,2012-12-20,CA-2012-158918,Arianne Irving,17
1581,2012-11-26,CA-2012-158939,Erin Ashbrook,600
1582,2012-05-12,CA-2012-159380,Cindy Stewart,39
1583,2012-03-20,CA-2012-159534,Dave Hallsten,1446
1584,2012-07-18,CA-2012-159590,Karen Carlisle,6
1585,2012-09-25,CA-2012-159779,Sarah Brown,69
1586,2012-10-12,CA-2012-159786,Ralph Kennedy,210
1587,2012-09-04,CA-2012-159863,David Smith,134
1588,2012-11-27,CA-2012-160059,Thomas Brumley,6
1589,2012-10-19,CA-2012-160171,Robert Marley,1911
1590,2012-03-08,CA-2012-160213,Anthony Rawles,19
1591,2012-11-02,CA-2012-160227,Emily Ducich,2621
1592,2012-07-20,CA-2012-160472,Ralph Kennedy,1238
1593,2012-09-06,CA-2012-160696,Cyma Kinney,7
1594,2012-09-25,CA-2012-160787,Bryan Mills,3
1595,2012-08-06,CA-2012-160794,Michael Stewart,27
1596,2012-05-03,CA-2012-160864,Nicole Fjeld,14
1597,2012-10-05,CA-2012-161214,Sylvia Foulston,78
1598,2012-06-01,CA-2012-161242,Catherine Glotzbach,12
1599,2012-04-16,CA-2012-161263,Theresa Swint,239
1600,2012-09-07,CA-2012-161445,Corey Catlett,141
1601,2012-04-05,CA-2012-161452,Carol Adams,892
1602,2012-07-06,CA-2012-161627,Sarah Jordon,170
1603,2012-11-28,CA-2012-161711,Mark Cousins,130
1604,2012-12-04,CA-2012-161718,Sean O'Donnell,795
1605,2012-11-20,CA-2012-161767,Grace Kelly,480
1606,2012-12-21,CA-2012-161795,Adam Hart,3
1607,2012-09-24,CA-2012-161830,Max Engle,51
1608,2012-05-01,CA-2012-161998,David Bremer,278
1609,2012-11-03,CA-2012-162047,Fred Hopkins,1449
1610,2012-09-08,CA-2012-162166,Neoma Murray,68
1611,2012-06-08,CA-2012-162201,Andrew Gjertsen,938
1612,2012-08-15,CA-2012-162369,Tim Taslimi,323
1613,2012-11-22,CA-2012-162376,Harold Dahlen,77
1614,2012-10-28,CA-2012-162537,Rob Dowd,105
1615,2012-12-16,CA-2012-162544,Sandra Glassco,5
1616,2012-05-12,CA-2012-162607,Rose O'Brian,15
1617,2012-09-05,CA-2012-162621,Cathy Armstrong,90
1618,2012-10-09,CA-2012-162761,Sonia Cooley,50
1619,2012-02-21,CA-2012-162782,Pierre Wener,2542
1620,2012-11-07,CA-2012-162887,Stewart Visinsky,715
1621,2012-06-28,CA-2012-162950,Dorothy Wardle,498
1622,2012-11-12,CA-2012-162964,Monica Federle,304
1623,2012-08-09,CA-2012-163055,David Smith,647
1624,2012-11-17,CA-2012-163090,Greg Hansen,41
1625,2012-03-19,CA-2012-163104,Mike Caudle,12
1626,2012-11-07,CA-2012-163181,Adrian Barton,671
1627,2012-08-07,CA-2012-163237,Eudokia Martin,520
1628,2012-03-22,CA-2012-163440,Ruben Dartt,16
1629,2012-03-14,CA-2012-163587,Emily Phan,688
1630,2012-06-19,CA-2012-163734,Katherine Murray,229
1631,2012-11-27,CA-2012-163762,Jeremy Ellison,30
1632,2012-08-07,CA-2012-163895,Noel Staavos,3
1633,2012-05-30,CA-2012-163923,Brendan Dodson,152
1634,2012-11-20,CA-2012-163965,Sung Shariari,378
1635,2012-06-08,CA-2012-164007,Maureen Gnade,146
1636,2012-09-07,CA-2012-164084,Andy Gerbode,655
1637,2012-03-26,CA-2012-164301,Ellis Ballard,3394
1638,2012-07-05,CA-2012-164336,Mitch Webber,74
1639,2012-07-31,CA-2012-164427,Allen Rosenblatt,240
1640,2012-11-08,CA-2012-164441,Amy Cox,70
1641,2012-11-28,CA-2012-164497,Ashley Jarboe,45
1642,2012-11-16,CA-2012-164539,Philisse Overcash,523
1643,2012-06-15,CA-2012-164567,Grace Kelly,226
1644,2012-10-20,CA-2012-164623,Maxwell Schwartz,25
1645,2012-01-27,CA-2012-164777,Sean Christensen,2804
1646,2012-06-04,CA-2012-164833,Lauren Leatherbury,17
1647,2012-10-31,CA-2012-164882,Sandra Glassco,2562
1648,2012-12-07,CA-2012-165050,Alan Hwang,802
1649,2012-09-11,CA-2012-165057,Steven Cartwright,190
1650,2012-12-27,CA-2012-165085,Brad Thomas,385
1651,2012-05-14,CA-2012-165162,Hunter Glantz,1118
1652,2012-12-21,CA-2012-165414,Lynn Smith,48
1653,2012-05-18,CA-2012-165554,Anthony Jacobs,11
1654,2012-08-23,CA-2012-165624,Fred Harton,1142
1655,2012-06-29,CA-2012-165799,Sheri Gordon,118
1656,2012-03-20,CA-2012-165813,Bryan Mills,29
1657,2012-10-01,CA-2012-166135,Shaun Chance,139
1658,2012-08-28,CA-2012-166219,Ben Peterman,1203
1659,2012-12-06,CA-2012-166338,Mike Pelletier,15
1660,2012-09-12,CA-2012-166464,Paul Gonzalez,493
1661,2012-04-07,CA-2012-166492,Resi P�lking,49
1662,2012-06-26,CA-2012-166583,Valerie Dominguez,972
1663,2012-05-15,CA-2012-166604,Anna H�berlin,18
1664,2012-11-19,CA-2012-166800,Aleksandra Gannaway,31
1665,2012-06-05,CA-2012-166947,Edward Becker,1523
1666,2012-11-26,CA-2012-166975,Stefanie Holloman,692
1667,2012-04-05,CA-2012-167010,Valerie Takahito,1636
1668,2012-09-27,CA-2012-167255,Rick Huthwaite,175
1669,2012-06-16,CA-2012-167269,Philip Brown,6
1670,2012-03-26,CA-2012-167374,Gene McClure,57
1671,2012-03-14,CA-2012-167479,Arianne Irving,19
1672,2012-09-16,CA-2012-167696,Bradley Drucker,31
1673,2012-09-18,CA-2012-167745,George Bell,53
1674,2012-10-04,CA-2012-168004,Denny Joy,393
1675,2012-03-19,CA-2012-168088,Corinna Mitchell,449
1676,2012-09-10,CA-2012-168186,Aimee Bixby,15
1677,2012-11-02,CA-2012-168207,Liz Thompson,739
1678,2012-05-29,CA-2012-168277,Karl Braun,12
1679,2012-11-22,CA-2012-168459,Marc Crier,58
1680,2012-09-21,CA-2012-168480,Dario Medina,220
1681,2012-10-08,CA-2012-168529,Maria Bertelson,146
1682,2012-08-08,CA-2012-168564,Thomas Thornton,159
1683,2012-12-06,CA-2012-168634,Art Ferguson,8
1684,2012-01-27,CA-2012-168746,Seth Vernon,769
1685,2012-09-22,CA-2012-168760,Muhammed MacIntyre,61
1686,2012-04-10,CA-2012-168767,Dario Medina,13
1687,2012-08-25,CA-2012-168809,Mick Crebagga,32
1688,2012-09-28,CA-2012-169201,Henry Goldwyn,87
1689,2012-05-21,CA-2012-169278,Michelle Ellison,27
1690,2012-08-24,CA-2012-169299,Denny Ordway,7
1691,2012-12-24,CA-2012-169397,Joni Blumstein,628
1692,2012-09-03,CA-2012-169537,John Huston,8
1693,2012-09-06,CA-2012-169572,Andy Gerbode,47
1694,2012-08-13,CA-2012-169656,Ed Jacobs,423
1695,2012-01-13,CA-2012-169677,Karen Seio,10
1696,2012-10-22,CA-2012-169733,Gene McClure,10
1697,2012-02-20,CA-2012-169740,Liz MacKendrick,30
1698,2012-11-09,CA-2012-169796,Dean percer,2340
1699,2013-11-21,CA-2013-100041,Barbara Fisher,329
1700,2013-11-25,CA-2013-100083,Carol Darley,25
1701,2013-12-14,CA-2013-100153,Ken Heidel,64
1702,2013-09-21,CA-2013-100244,Greg Maxwell,476
1703,2013-06-25,CA-2013-100300,Max Jones,4823
1704,2013-12-16,CA-2013-100307,Tony Chapman,19
1705,2013-11-25,CA-2013-100468,Alyssa Tate,43
1706,2013-05-13,CA-2013-100510,Harry Marie,642
1707,2013-12-11,CA-2013-100587,Sara Luxemburg,6
1708,2013-11-02,CA-2013-100671,Cindy Schnelling,112
1709,2013-06-27,CA-2013-100790,John Grady,719
1710,2013-09-25,CA-2013-100944,Edward Hooks,868
1711,2013-07-08,CA-2013-100965,Raymond Messe,216
1712,2013-02-05,CA-2013-100993,Annie Zypern,919
1713,2013-10-14,CA-2013-101161,Bart Watters,280
1714,2013-12-26,CA-2013-101168,Saphhira Shifley,21
1715,2013-02-04,CA-2013-101189,Jennifer Braxton,93
1716,2013-04-23,CA-2013-101329,Michael Moore,35
1717,2013-11-14,CA-2013-101336,Cyma Kinney,280
1718,2013-07-18,CA-2013-101343,Ruben Ausman,78
1719,2013-07-15,CA-2013-101378,Rob Haberlin,29
1720,2013-09-26,CA-2013-101385,Julia West,17
1721,2013-02-27,CA-2013-101448,Eric Barreto,57
1722,2013-07-03,CA-2013-101469,Katherine Hughes,8
1723,2013-05-02,CA-2013-101525,Chris McAfee,141
1724,2013-12-19,CA-2013-101546,Grace Kelly,1794
1725,2013-02-28,CA-2013-101623,Rick Reed,36
1726,2013-02-19,CA-2013-101630,Cyma Kinney,34
1727,2013-12-25,CA-2013-101651,Sean Christensen,84
1728,2013-10-04,CA-2013-101672,Daniel Byrd,1028
1729,2013-06-26,CA-2013-101693,Logan Currie,118
1730,2013-09-24,CA-2013-101742,Clay Rozendal,11
1731,2013-05-28,CA-2013-101791,Brian Stugart,1328
1732,2013-01-07,CA-2013-101938,Dianna Wilson,35
1733,2013-07-15,CA-2013-101966,Bryan Mills,420
1734,2013-08-20,CA-2013-101980,Resi P�lking,449
1735,2013-06-25,CA-2013-101987,Hunter Lopez,441
1736,2013-12-10,CA-2013-102092,Paul MacIntyre,1057
1737,2013-06-27,CA-2013-102127,Victoria Pisteka,199
1738,2013-03-15,CA-2013-102134,Sibella Parks,17
1739,2013-09-12,CA-2013-102162,Jill Fjeld,1611
1740,2013-02-27,CA-2013-102456,Dan Lawera,171
1741,2013-07-25,CA-2013-102498,James Galang,73
1742,2013-07-19,CA-2013-102561,Neil Knudson,314
1743,2013-12-28,CA-2013-102596,Ross DeVincentis,17
1744,2013-12-14,CA-2013-102792,Jasper Cacioppo,10
1745,2013-07-03,CA-2013-102813,Erin Ashbrook,570
1746,2013-09-20,CA-2013-102932,Shirley Daniels,53
1747,2013-09-07,CA-2013-102981,Mary O'Rourke,754
1748,2013-07-26,CA-2013-103037,Ken Heidel,16
1749,2013-07-05,CA-2013-103107,Rick Bensley,275
1750,2013-11-12,CA-2013-103128,Sung Chung,14
1751,2013-06-08,CA-2013-103163,Frank Merwin,10
1752,2013-12-23,CA-2013-103359,Lena Creighton,26
1753,2013-11-19,CA-2013-103464,Patrick Gardner,595
1754,2013-09-09,CA-2013-103709,Liz Preis,311
1755,2013-06-13,CA-2013-103730,Steven Cartwright,488
1756,2013-07-13,CA-2013-103891,Kristen Hastings,96
1757,2013-10-04,CA-2013-103919,Tracy Poddar,38
1758,2013-04-02,CA-2013-103947,Barry Blumstein,62
1759,2013-03-04,CA-2013-103982,Alex Avila,4406
1760,2013-08-04,CA-2013-104150,Alex Grayson,249
1761,2013-07-26,CA-2013-104157,Meg Tillman,2503
1762,2013-11-28,CA-2013-104276,Herbert Flentye,448
1763,2013-05-03,CA-2013-104311,Adam Shillingsburg,37
1764,2013-06-13,CA-2013-104633,Erin Ashbrook,199
1765,2013-12-02,CA-2013-104689,Fred Hopkins,23
1766,2013-04-09,CA-2013-104969,Eugene Hildebrand,130
1767,2013-07-04,CA-2013-104983,Filia McAdams,124
1768,2013-11-29,CA-2013-105018,Sally Knutson,7
1769,2013-12-26,CA-2013-105081,Joe Elijah,2446
1770,2013-01-03,CA-2013-105207,Bill Overfelt,1605
1771,2013-05-21,CA-2013-105256,Joe Kamberova,1364
1772,2013-08-07,CA-2013-105263,Liz MacKendrick,38
1773,2013-12-05,CA-2013-105277,Liz MacKendrick,16
1774,2013-11-25,CA-2013-105284,Matthew Grinstein,4
1775,2013-10-31,CA-2013-105291,Susan Pistek,4
1776,2013-12-03,CA-2013-105354,Pauline Webber,116
1777,2013-08-13,CA-2013-105459,Nora Preis,1800
1778,2013-04-17,CA-2013-105473,Bryan Mills,29
1779,2013-11-11,CA-2013-105494,Pamela Coakley,226
1780,2013-08-27,CA-2013-105585,Roland Fjeld,165
1781,2013-05-06,CA-2013-105662,Rick Bensley,271
1782,2013-09-14,CA-2013-105732,Alejandro Grove,2375
1783,2013-12-31,CA-2013-105746,Brian Dahlen,171
1784,2013-10-21,CA-2013-105753,Lindsay Castell,61
1785,2013-06-20,CA-2013-105760,Karen Carlisle,17
1786,2013-02-16,CA-2013-105781,Jill Fjeld,417
1787,2013-12-12,CA-2013-105816,Janet Molinari,1045
1788,2013-09-18,CA-2013-105900,Brendan Sweed,33
1789,2013-11-16,CA-2013-105963,Stewart Carmichael,99
1790,2013-09-19,CA-2013-106075,Henry MacAllister,5
1791,2013-10-01,CA-2013-106243,Greg Matthias,524
1792,2013-09-03,CA-2013-106278,Becky Martin,282
1793,2013-03-09,CA-2013-106306,Patrick Gardner,10
1794,2013-10-21,CA-2013-106341,Luke Foster,7
1795,2013-03-20,CA-2013-106383,Bobby Trafton,72
1796,2013-07-08,CA-2013-106397,Max Jones,59
1797,2013-02-19,CA-2013-106460,Greg Tran,71
1798,2013-05-09,CA-2013-106530,Clay Ludtke,1110
1799,2013-01-17,CA-2013-106558,Dionis Lloyd,316
1800,2013-09-30,CA-2013-106621,Dario Medina,10
1801,2013-09-24,CA-2013-106656,Darrin Van Huff,23
